Region,Decade,Age_Bin,dbh_best_dist,dbh_w_aic,dbh_g_aic,dbh_ln_aic,ht_best_dist,ht_w_aic,ht_g_aic,ht_ln_aic
Canterbury,1970s,30,Gamma,-104.02436659287163,-108.90440455482721,-107.9039338428526,Weibull,-96.77448035105331,-91.63613523324105,-89.12752817342869
Canterbury,1970s,31,Weibull,-106.11009803480731,-102.58116309930817,-98.50238146631565,Weibull,-187.78682937300903,-182.88477603248458,-181.19543926175623
Canterbury,1970s,32,Weibull,-59.30601016777475,-48.55251714805232,-42.31245197147428,Weibull,-110.12771107510665,-102.88095863605497,-100.35180188648647
Canterbury,1970s,33,Weibull,-58.896504587999424,-57.43579414004147,-56.07771096303008,Weibull,-112.14647971996615,-109.46580899213981,-108.83712041997337
Canterbury,1970s,34,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Canterbury,1970s,35,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Canterbury,1970s,36,Weibull,-20.009269976088156,-16.462577142352778,-15.685303512365202,Weibull,-26.28193305471828,-26.18370910695263,-25.961260601578893
Canterbury,1970s,37,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Canterbury,1970s,38,Weibull,-7.3436500017304365,-6.701505725028166,-6.253698437968993,Weibull,-26.115457081117118,-23.902739134347605,-23.531538456508862
Canterbury,1970s,39,Weibull,-7.948782115949411,-6.274896769426892,-6.037789346539595,Lognormal,-5.479857185500652,-5.8329248291065205,-5.870754681523911
Canterbury,1970s,40,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Canterbury,1970s,43,Lognormal,2.5839817121274953,1.5824474125343277,1.1273510119848886,Lognormal,-10.327148597384676,-12.309295610568398,-12.548029205201068
Canterbury,1970s,46,Lognormal,1.645330832725051,0.49657435410102924,0.03587752757081608,Weibull,-10.35025526451504,-9.797760480952498,-9.67338799675891
Canterbury,1970s,47,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Canterbury,1980s,1,Lognormal,NA,NA,-1697.8852685409286,Gamma,-711.5795200600164,-715.7252120304825,-694.5767043494486
Canterbury,1980s,2,Lognormal,NA,NA,-1689.5833891821924,Gamma,-1124.0096370683596,-1151.0516892986534,-1129.7830471145637
Canterbury,1980s,3,Lognormal,-3177.3775198606227,-3168.456892592512,-3216.8902290465508,Lognormal,-2286.9037111454636,-2549.1844146164585,-2561.350939245943
Canterbury,1980s,4,Gamma,-1394.1081633903304,-1482.3779468386701,-1358.106575190884,Lognormal,-1786.4016958655893,-2082.6474337749505,-2139.7090775794923
Canterbury,1980s,5,Gamma,-498.4591313049823,-500.9395558823126,-412.8652498221024,Gamma,-663.801535548806,-709.0064472296006,-664.152183634959
Canterbury,1980s,6,Weibull,-2652.0524436320184,-2580.473039345832,-2217.648264280896,Gamma,-2632.5452655646413,-2696.5230697632282,-2643.4510310080705
Canterbury,1980s,7,Weibull,-2615.156923382152,-2382.393329866564,-1751.8866469287,Gamma,-3038.0215985677955,-3044.659185889506,-2889.2810960285537
Canterbury,1980s,8,Gamma,-5104.166103775141,-5273.736034240815,-5109.0316653209275,Gamma,-6335.8077902322175,-6624.146378037904,-6527.403124732982
Canterbury,1980s,9,Lognormal,-7923.493581848349,-8925.1092225043285,-9000.484123239648,Gamma,-5748.713312000822,-5862.267903806604,-5710.430411429731
Canterbury,1980s,10,Lognormal,-4006.2750045030666,-4523.165228224476,-4547.4562682542,Gamma,-3702.1683908555947,-3809.303526348385,-3743.8271156804017
Canterbury,1980s,11,Lognormal,-3289.2999718699834,-3828.1788732349005,-3906.6674342677597,Weibull,-2790.940270626107,-2790.2033923385957,-2707.23417485592
Canterbury,1980s,12,Lognormal,-3649.6100718301336,-4220.619327761877,-4310.133092865049,Gamma,-3207.1475824225527,-3382.402224765594,-3313.140005466318
Canterbury,1980s,13,Lognormal,-2100.987188872757,-2456.6858084144974,-2511.861643349937,Gamma,-2290.6343382016653,-2429.2276077525385,-2400.108608212495
Canterbury,1980s,14,Lognormal,-1556.9557531905632,-1751.6500793159628,-1765.8353048676738,Gamma,-1506.331647556921,-1631.3604794256592,-1621.5618834985178
Canterbury,1980s,15,Gamma,-1075.7242973607545,-1124.4824527772705,-1100.7595285980756,Weibull,-906.5063066931646,-891.3371371052546,-845.3572008159548
Canterbury,1980s,16,Lognormal,-1316.0496668553092,-1466.5470555508025,-1474.7049866677203,Weibull,-1322.0981096842277,-1316.4113263515756,-1270.385084912386
Canterbury,1980s,17,Gamma,-897.3110897756028,-927.3405589340451,-902.8724477219864,Gamma,-674.0058894816608,-704.939965369755,-694.1273837902606
Canterbury,1980s,18,Weibull,-939.4093794869982,-930.5895291539358,-897.7250744715793,Gamma,-562.4930222660322,-565.8769138676493,-548.9798727333695
Canterbury,1980s,19,Weibull,-679.5737044855439,-675.912802948583,-649.2620292610541,Gamma,-501.9625852621939,-504.5460402671951,-484.510807834928
Canterbury,1980s,20,Gamma,-786.5167989537864,-806.7358317037235,-791.4348485702232,Gamma,-408.47804833195136,-423.0690732003977,-413.95755602129697
Canterbury,1980s,21,Gamma,-442.48452577858825,-468.0988328882706,-461.0593747172594,Lognormal,-384.4484772391318,-429.7012811824869,-435.55988226310797
Canterbury,1980s,22,Gamma,-442.2733501647174,-464.26016332697856,-458.8687557085926,Lognormal,-250.99037543915895,-307.1081243398872,-321.91984669569615
Canterbury,1980s,23,Lognormal,-165.02360815723276,-193.60821312514867,-194.52484442604282,Lognormal,-129.67621675604403,-146.7478914555667,-148.79994464460816
Canterbury,1980s,24,Gamma,-321.37632013009653,-334.57769466390863,-324.99359607029277,Gamma,-295.1962608350585,-295.4467595102888,-276.2924521784206
Canterbury,1980s,25,Gamma,-429.3823510153973,-477.82232629938534,-477.0442111822204,Gamma,-312.6707800225938,-315.51322572865234,-305.1351816802663
Canterbury,1980s,26,Gamma,-234.22027938114718,-250.1293718879195,-244.6219248446318,Gamma,-164.0397321974757,-178.05987035988673,-177.1702336427739
Canterbury,1980s,27,Gamma,-134.15017911775652,-145.15641957081021,-141.4088695773559,Lognormal,-154.12991171394205,-176.99622567304752,-178.07035753739888
Canterbury,1980s,28,Weibull,-131.58233827834232,-120.58650767192006,-114.66096958681487,Weibull,-114.11044583470277,-109.60293398006506,-107.33924163866395
Canterbury,1980s,29,Weibull,-36.96971963731465,-28.169675484212156,-19.77778522863301,Weibull,-81.0367628637826,-80.95339839654494,-79.62763843011389
Canterbury,1980s,30,Weibull,-60.43562662744435,-56.74347557760358,-51.25442787537273,Gamma,-71.57017201784544,-79.05667217943929,-77.89926693222216
Canterbury,1980s,31,Lognormal,-15.918217678365615,-19.772993859474127,-20.314220025379598,Weibull,-40.391945378402085,-36.607077953221555,-35.994073309006495
Canterbury,1980s,33,Weibull,-72.6309732940472,-68.59303275552082,-64.39520075614699,Weibull,-125.09925554675559,-112.54339638927009,-108.12522247850475
Canterbury,1980s,34,Weibull,-99.49233960000085,-95.16390285818268,-90.97425220724527,Weibull,-113.01385099625682,-93.76837964977739,-88.17041304044427
Canterbury,1980s,35,Weibull,-20.17693360926468,-17.681739389011852,-16.33798392751936,Weibull,-20.683348099757612,-18.896331254411066,-18.202782075104345
Canterbury,1980s,36,Weibull,-0.6651204937275645,-0.58660170258044,-0.4470202657082911,Weibull,-10.391879229978583,-8.08615142251395,-7.469805909080836
Canterbury,1980s,37,Lognormal,-2.585962313789066,-4.577908706212909,-5.067220476971096,Weibull,-19.33633186734228,-16.408589447278587,-16.066582835864093
Canterbury,1980s,40,Lognormal,-5.174258262374046,-6.431440875253786,-6.710160435176693,Lognormal,-19.704758194775653,-21.33774893701517,-21.49959054805918
Canterbury,1980s,41,Lognormal,-6.648537855188572,-7.197656598982741,-7.238583608248797,Weibull,-20.766111897008688,-19.4279459324902,-19.306812898866433
Canterbury,1980s,42,Weibull,-10.505769490012717,-7.042785562278034,-6.21927897753895,Weibull,-16.626117284419077,-16.004498613031263,-15.8312410728138
Canterbury,1980s,44,Lognormal,-6.744648326412424,-7.094087147000625,-7.109871252327318,Weibull,-24.45340160357082,-24.20228331173542,-24.157426972399747
Canterbury,1980s,47,Lognormal,-7.751286463100454,-8.229310098365726,-8.322475261395507,Weibull,-15.131537434410525,-14.552834125934123,-14.190290297360423
Canterbury,1990s,5,Weibull,-169.2906469285306,-117.26956088841655,-18.33717944892105,Gamma,-393.08455237922146,-402.55138863290904,-391.6954891866224
Canterbury,1990s,6,Weibull,-438.7812522726903,-427.39110951328496,-396.1707269305013,Lognormal,-234.8061991042143,-285.69829488697036,-299.7406767462456
Canterbury,1990s,7,Weibull,-371.19205434909503,-351.16970012519636,-327.55824780479145,Lognormal,-469.68908577685517,-546.0032855604865,-550.0219807048724
Canterbury,1990s,8,Weibull,-346.48000880701284,-345.2515103431474,-330.2954024452433,Gamma,-399.8871481385636,-456.273983925293,-456.06587848716237
Canterbury,1990s,9,Gamma,-877.8559109891471,-877.9587050192491,-862.7399745314941,Lognormal,-493.44871466405255,-555.075672822947,-556.4608367334522
Canterbury,1990s,10,Gamma,-562.1769558249149,-577.2280433776175,-562.3929663596334,Lognormal,-174.68716105291193,-208.80336844314593,-218.59575077973673
Canterbury,1990s,11,Weibull,-1950.9743911445585,-1929.9117353819142,-1882.8116323285349,Gamma,-1416.9453607925866,-1536.1135525931347,-1525.0776826959302
Canterbury,1990s,12,Weibull,-1045.976383234768,-1041.4199775231564,-1007.3473530663829,Gamma,-550.6262131046028,-584.5170963730868,-578.3897171103694
Canterbury,1990s,13,Gamma,-1139.1118725443064,-1241.0368041690197,-1236.735558662048,Lognormal,-971.3381265442165,-1139.5553753627014,-1145.5233032535054
Canterbury,1990s,14,Gamma,-2084.086249005842,-2166.0438554550565,-2142.7927222271283,Gamma,-1487.4066354854629,-1502.8739377193633,-1463.1906620304485
Canterbury,1990s,15,Gamma,-1445.5440193037298,-1503.8088834184812,-1467.8789058381305,Weibull,-1732.789109047521,-1719.989937195752,-1664.1524204137597
Canterbury,1990s,16,Gamma,-1916.846153610549,-1957.4485669891747,-1929.2682964158,Weibull,-1810.534064100798,-1714.015125701217,-1639.7751436735566
Canterbury,1990s,17,Gamma,-1777.5156389531944,-1916.3561842707104,-1901.4140978948917,Gamma,-1680.201993747832,-1800.632417793749,-1788.9581571233596
Canterbury,1990s,18,Gamma,-2187.174762474973,-2279.5049811764047,-2251.66384298162,Weibull,-1796.1352703377297,-1695.2241504066915,-1594.4381743908145
Canterbury,1990s,19,Gamma,-1333.4982218308833,-1355.0719165740522,-1323.4617047678696,Gamma,-1206.8542183325515,-1273.1491941688962,-1257.6886600299954
Canterbury,1990s,20,Gamma,-1360.145955572946,-1384.512368878502,-1353.8598614460948,Weibull,-829.5190395080771,-799.4492210873278,-763.7044519419757
Canterbury,1990s,21,Gamma,-1328.03773002798,-1363.0163389498464,-1326.4605381183767,Weibull,-1424.1790360509908,-1310.0649694327328,-1233.228949802247
Canterbury,1990s,22,Weibull,-1003.8285026244716,-1002.7377213183445,-971.0141373917559,Gamma,-666.9041905433187,-678.2249893700119,-657.7824161842277
Canterbury,1990s,23,Gamma,-678.6811219927758,-696.5289285952829,-676.2719028018441,Gamma,-696.4919208173646,-741.2390996427954,-731.9413993374915
Canterbury,1990s,24,Gamma,-1352.7826207803291,-1436.900249794719,-1427.8545929570162,Weibull,-855.8057281225053,-825.883198160428,-771.8292881439393
Canterbury,1990s,25,Weibull,-727.3554680684128,-727.1524129148413,-704.9972670821021,Gamma,-510.8948378277354,-540.0774079023024,-532.2849030350081
Canterbury,1990s,26,Gamma,-721.9234812769383,-742.6202487582128,-731.5236237038334,Lognormal,-392.16390250718194,-459.2391358297104,-474.71170981429174
Canterbury,1990s,27,Gamma,-308.69769283341026,-343.5917806630442,-342.17261855612,Gamma,-330.8363071678009,-353.0692753164279,-349.2397768227334
Canterbury,1990s,28,Gamma,-512.4479662106295,-519.2813671981484,-506.1769735347956,Lognormal,-571.7290880005903,-670.9371149959635,-687.5026136592905
Canterbury,1990s,29,Lognormal,-237.7263115392623,-259.6955858491014,-260.0940885417268,Lognormal,-263.3590859366437,-300.4244783936844,-305.6115168783952
Canterbury,1990s,30,Gamma,-389.90876274934374,-401.28172541476187,-390.6508005076779,Gamma,-640.5996379676043,-650.3531813014542,-642.7998007819488
Canterbury,1990s,31,Lognormal,-133.43579055731956,-149.61280438396147,-150.22224617553246,Lognormal,-176.35328303437763,-199.6920794078428,-201.82305603387044
Canterbury,1990s,32,Gamma,-175.62237172160098,-182.5617447336648,-180.42144844953089,Weibull,-249.15855790167606,-226.6744216108861,-217.40000605833336
Canterbury,1990s,33,Gamma,-100.47151568482784,-104.67206825234005,-103.41927008593457,Lognormal,-42.331149250567826,-60.67073736433311,-67.46317837008424
Canterbury,1990s,34,Gamma,-55.1841898353347,-60.23136733405299,-60.03630043339176,Gamma,-85.1565777618594,-85.81133980859349,-85.58003135802223
Canterbury,1990s,35,Weibull,-86.84660729894021,-84.06423515095415,-82.34302827367743,Weibull,-153.28608688491636,-142.02835462342549,-139.09338779204558
Canterbury,2000s,11,Weibull,-38.249273124231586,-35.008965110866924,-34.352656467196105,Weibull,-33.20774995736,-33.03146736069461,-32.85963095713908
Canterbury,2000s,14,Weibull,-28.82691030280074,-26.21929612697737,-25.642579253248684,Weibull,-32.77028445631231,-32.02708807856454,-31.816398478092438
Canterbury,2000s,15,Lognormal,-130.90624763934042,-149.75015944475717,-153.1608416148371,Lognormal,-161.2931206179193,-203.32762746258885,-210.67793066671888
Canterbury,2000s,16,Weibull,-42.686942901801316,-41.01028855094808,-40.22574902143352,Weibull,-22.792811055614635,-22.349903950466384,-22.073439232050983
Canterbury,2000s,17,Weibull,-72.74658497256962,-66.7092923873398,-65.06297629857488,Gamma,-71.18153623243123,-71.72625797514505,-71.45816963298151
Canterbury,2000s,18,Lognormal,-249.25735803556563,-270.33864141762996,-276.80416264819013,Lognormal,-296.37744768625345,-364.69161451890096,-375.7192335889719
Canterbury,2000s,19,Weibull,-46.11103349136664,-44.06010402118236,-42.41508120712711,Gamma,-72.5916675664558,-72.71909303711448,-71.82235152879349
Canterbury,2000s,20,Gamma,-333.32521621580736,-338.40007707243893,-336.30145296648357,Weibull,-394.8893843820043,-392.1815908355489,-387.88334468111816
Canterbury,2000s,21,Lognormal,-186.24553822320584,-208.29903110280355,-211.60008209437672,Lognormal,-262.3830263849899,-341.0114315328758,-355.1304916936899
Canterbury,2000s,22,Weibull,-681.2200980020017,-677.9143518432725,-667.2664810934983,Weibull,-770.3299102640091,-762.443841082754,-754.8272611247928
Canterbury,2000s,23,Weibull,-18.849562547238747,-6.283949138397439,0.7838848399061487,Weibull,-122.49173324977838,-119.13984792819198,-117.5979262683668
Canterbury,2000s,24,Gamma,-934.9095364753119,-937.6210178958181,-924.9663741564831,Gamma,-1030.9881018222939,-1095.9082903375388,-1091.0321500293437
Canterbury,2000s,25,Weibull,-319.3108249649669,-309.290827068685,-299.6002729716501,Lognormal,-313.7254893831211,-372.8867621343927,-380.7263117155031
Canterbury,2000s,26,Weibull,-988.6528549669824,-987.9609569954814,-973.5852369328161,Weibull,-1342.2782965569172,-1284.398996357931,-1267.286284777073
Canterbury,2000s,27,Weibull,-777.3411641006574,-768.9848192444676,-754.2908651909106,Weibull,-1023.213615368034,-1005.2583952333479,-989.4055902493119
Canterbury,2000s,28,Weibull,-82.80745635612205,-62.661539896078054,-52.109079538058005,Weibull,-196.17968988206513,-170.64938408337605,-164.51979198663423
Canterbury,2000s,29,Weibull,-22.815311298082854,-22.813023489633295,-22.233616558986583,Weibull,-40.66300000084546,-38.08759340500407,-37.72090889108337
Canterbury,2000s,30,Weibull,-45.166557031969575,-45.113702202493805,-45.00094881132922,Weibull,-46.518318567224405,-45.45914156492761,-45.271780235038165
Canterbury,2010s,24,Lognormal,-271.67983158962636,-306.70831037217124,-315.28902378299193,Lognormal,-313.3845650083684,-391.65185843814453,-400.5395241621907
Canterbury,2010s,25,Gamma,-21.86335656096056,-22.134488581593967,-21.959751202537525,Weibull,-25.976319882577002,-23.435747485933074,-23.202736204712945
Canterbury,2010s,26,Weibull,-20.773278913812398,-19.033645400692915,-18.204936304945832,Weibull,-5.848610146880965,5.268518923112733,9.919597258719612
Canterbury,2010s,27,Gamma,-25.10780453147394,-25.800951995613644,-25.66563103927583,Weibull,-20.80738562222829,-14.999916948285478,-13.771636572106235
Canterbury,2010s,28,Weibull,-67.02852349914728,-61.09621662197294,-58.340856172982775,Weibull,-54.73942404837335,-17.282874869095195,-2.065142841651288
Canterbury,2010s,29,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Gisborne,1980s,4,Lognormal,-21.626940683049344,-23.780148718652264,-23.993482346213494,Weibull,-31.720267221993602,-31.362573672861956,-31.008620471964093
Gisborne,1980s,5,Weibull,-61.437542716412096,-38.8544418441242,-28.286012067704732,Weibull,-80.212320431487,-62.2419809078567,-56.02679905424851
Gisborne,1980s,6,Weibull,-11.213902132176326,-8.435868205492357,-7.971984620899667,Lognormal,-11.865559806501189,-12.896321314266146,-12.98122492033637
Gisborne,1980s,8,Weibull,-28.901331897092632,-27.306279517698716,-26.333676921627095,Weibull,-27.754326368070583,-20.732139232351205,-18.85855705699333
Gisborne,1980s,9,Lognormal,-49.83565030795638,-55.454414468575784,-55.894207080877074,Lognormal,-59.4789388763204,-64.65233818921583,-64.68607153301019
Gisborne,1980s,10,Lognormal,-14.570245040568466,-15.23399835141587,-15.27135481059167,Weibull,-15.313343750673639,-12.958224445930298,-12.729095171723436
Gisborne,1980s,11,Lognormal,-28.88396551838762,-37.27902707466641,-38.56641165850204,Weibull,-20.880686351657083,-16.39444595935248,-14.498284766703435
Gisborne,1980s,12,Weibull,-48.75236893379342,-45.08903408553887,-42.07559261271131,Gamma,-75.6161455892671,-78.59822914884506,-77.66586575587172
Gisborne,1980s,13,Weibull,-7.599128905287543,-7.1148309502447695,-6.812113992616803,Weibull,-27.434593817939373,-27.35945268852223,-27.31540765560121
Gisborne,1980s,14,Lognormal,-31.169547196161673,-36.00417206201925,-36.477714103582095,Lognormal,-65.82738476216731,-74.17082843519565,-74.50638330890183
Gisborne,1990s,9,Lognormal,-13.39414224757467,-16.879288457005515,-17.346546917862852,Lognormal,-24.394954222655567,-26.02616290517644,-26.12346642490948
Gisborne,1990s,12,Lognormal,-38.064740236759725,-39.91487617364482,-39.998709615452434,Lognormal,-69.14270548417898,-76.49340534398097,-76.90026900992093
Gisborne,1990s,13,Gamma,-43.393895063535986,-45.712953646578924,-45.1014172980178,Weibull,-39.92704781708156,-27.943275158901752,-21.690168197142224
Gisborne,1990s,14,Weibull,-101.90559541853777,-97.24072740892217,-92.2452404780207,Gamma,-163.8310119521054,-169.88052043759,-167.7349102362148
Gisborne,1990s,15,Lognormal,-29.979080922192374,-34.51727217886277,-34.8680634718894,Gamma,-65.95300803433449,-70.33414309239156,-70.24260356305788
Gisborne,1990s,16,Gamma,-46.09176928576015,-50.127992191381324,-50.02986021260429,Lognormal,-63.575041729284976,-67.95937156791051,-68.28464587028894
Gisborne,1990s,17,Weibull,-49.86447431029959,-44.313579751837025,-40.23751410339076,Gamma,-81.98515287798298,-84.10396001343116,-82.9184995372637
Gisborne,1990s,18,Lognormal,-85.56781653167437,-96.28404888945904,-97.08880791919111,Gamma,-119.68286157319915,-121.90954508713959,-121.05486648123005
Gisborne,1990s,19,Gamma,-41.425921226304695,-42.072077882361455,-41.148161382613985,Weibull,-72.63664599165043,-70.53800241732733,-69.64066719191202
Gisborne,1990s,20,Lognormal,-29.475858972889327,-35.82940613640752,-36.66890552588341,Weibull,-53.678141626319,-51.0508708029697,-50.12759789866061
Marlborough,2010s,8,Gamma,-1027.8455710801557,-1087.8406995953183,-1082.9050307318525,Gamma,-1928.6234411549037,-1982.4579253985646,-1974.2352517129668
Marlborough,2020s,7,Weibull,-3160.2986161112726,-3005.4223208413878,-2928.563636763828,Weibull,-4364.358596906567,-4272.36411358216,-4227.085086314845
Marlborough,2020s,8,Weibull,-2594.146374693197,-2409.928722359191,-2265.899699840832,Gamma,-2729.167334489025,-2857.7384574761877,-2819.0297871081566
Marlborough,2020s,9,Weibull,-1512.5013989636002,-1479.250805030305,-1450.9532682675517,Gamma,-2004.4096455216986,-2085.7296842265887,-2081.173380191997
Marlborough,2020s,10,Weibull,-2198.7440538340525,-2119.868943603863,-2070.358479576121,Weibull,-1762.8362692067944,-1674.4711600195608,-1638.2509646630988
Nelson,1950s,5,Weibull,-34.23524005283023,-31.604153007559887,-29.79643740591903,Weibull,-44.46262808211821,-43.33354648101456,-42.70913341784312
Nelson,1950s,6,Gamma,-55.01070382773635,-55.17456217643588,-54.74344340561176,Lognormal,-41.1946060252091,-43.34673021174648,-43.585836202030606
Nelson,1950s,8,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Nelson,1950s,10,Lognormal,-55.18973528616244,-57.285245767083914,-57.362280441194294,Weibull,-60.11327844122164,-59.44384717936881,-58.3778492761625
Nelson,1950s,11,Weibull,-196.67835931159547,-191.33780311911175,-187.05057014735496,Weibull,-275.7132156943771,-268.33772447528173,-265.48399962660704
Nelson,1950s,12,Weibull,-333.4817540712418,-318.37831740580356,-304.67933718943925,Weibull,-317.08113386092964,-304.26008035583794,-297.0192977477562
Nelson,1950s,13,Weibull,-209.9167061571129,-202.5933360130791,-198.46248142810936,Lognormal,-227.4752878427544,-236.8553669527378,-236.94302195858265
Nelson,1950s,15,Weibull,-368.27126162570704,-356.2335028582544,-347.705956011515,Gamma,-485.6104635877458,-486.4837668785944,-484.388557907173
Nelson,1950s,16,Gamma,-71.76978755172253,-72.7607289764938,-72.33005311215571,Weibull,-79.63841401574172,-75.85357708275387,-74.98479004166461
Nelson,1950s,17,Gamma,-48.67865531743432,-48.81483455205438,-48.72063642006281,Lognormal,-61.02550909863838,-63.81289767807647,-63.90288972647261
Nelson,1950s,18,Weibull,-331.6712100963003,-324.18311799982615,-318.0378059617649,Weibull,-347.0106030397118,-327.695226990201,-323.08870445022205
Nelson,1950s,19,Weibull,-28.0854098545947,-26.995153985856916,-26.788086024196332,Weibull,-36.474757768031004,-36.14941741909527,-36.03533645905553
Nelson,1950s,20,Weibull,-161.16385839178338,-156.44238557150103,-152.6450654320472,Gamma,-171.05723669630115,-178.59362538049794,-178.51845963892424
Nelson,1950s,21,Weibull,-92.02100022255554,-91.95169580018118,-91.12360207501499,Weibull,-142.9132582806624,-137.86464361865478,-136.37095748832397
Nelson,1950s,22,Weibull,-289.8259480147494,-287.957939284484,-283.90477622294014,Weibull,-371.03542367007856,-369.4906263707746,-367.9219138458226
Nelson,1950s,23,Weibull,-138.62849719848418,-135.97684602377157,-134.2359751895364,Gamma,-207.37442970149127,-210.94283622323084,-210.37266212611334
Nelson,1950s,24,Gamma,-295.6646007360391,-304.0807378668171,-303.10162361831306,Gamma,-318.5431866486103,-334.60788644513343,-334.1888981244392
Nelson,1950s,25,Weibull,-53.06548455385565,-52.91743671555651,-51.849571688164694,Lognormal,-65.06835667246676,-72.95096525395725,-73.5610383162428
Nelson,1950s,26,Weibull,-284.7797084959439,-284.52839543484697,-281.87003515213013,Weibull,-336.1809497791734,-316.1426251317072,-310.5652311355292
Nelson,1950s,27,Weibull,-241.51428787655027,-238.83573373035674,-235.26230586289034,Gamma,-367.0294879157602,-381.66193831273796,-381.52451021127735
Nelson,1950s,28,Weibull,-350.538573468545,-347.87331547286976,-344.2802786257593,Gamma,-383.55294350945786,-384.3172669019253,-381.86446891681254
Nelson,1950s,29,Weibull,-117.26647459748963,-114.30415697225345,-112.25477427732967,Weibull,-133.64295158865016,-118.46325117708989,-115.8356007879129
Nelson,1950s,30,Gamma,-21.80294321864999,-22.821349148153327,-22.74837921803133,Lognormal,-36.522519090746684,-39.04921528532656,-39.15438232899312
Nelson,1960s,5,Lognormal,-105.25738895172945,-115.91082479737689,-117.41469488215314,Lognormal,-109.48820810628183,-129.2685952315,-132.43240506968996
Nelson,1960s,6,Gamma,-161.37511001772376,-163.53629685922002,-162.8065790130436,Weibull,-178.28614519304563,-176.9535702884021,-175.86668992321447
Nelson,1960s,7,Weibull,-14.905521558029818,-14.477641734316382,-14.216259614401043,Lognormal,-16.29317816803364,-17.577002571358097,-17.751899917486483
Nelson,1960s,8,Gamma,-79.73443015559981,-81.7580908817832,-80.1102148505774,Weibull,-77.13249207170482,-70.92944167686784,-64.76446949469612
Nelson,1960s,9,Weibull,-25.747667878421332,-22.962395402917355,-21.297193174005834,Weibull,-31.854723675401942,-23.571762085511416,-21.425098781609407
Nelson,1960s,10,Weibull,-189.2296645884559,-186.93018203857028,-182.01701586751838,Weibull,-208.61482421345667,-201.6144953005312,-197.875640699886
Nelson,1960s,11,Weibull,-185.55792362095988,-166.9241310124638,-153.12182298317705,Weibull,-302.7859084938549,-287.81584382615125,-278.77511858105413
Nelson,1960s,12,Weibull,-179.61495442293366,-175.7774266886096,-169.33426101782356,Gamma,-209.52625736125398,-210.02519981912704,-208.40216418446025
Nelson,1960s,13,Weibull,-339.95859569594023,-302.5317367402302,-267.909178625627,Weibull,-494.41979333011096,-430.8947396460707,-407.90649948567466
Nelson,1960s,14,Weibull,-1550.6456935826052,-1498.6108633880642,-1450.1304590290772,Weibull,-1318.9807781537038,-1236.3597456025975,-1160.451342529314
Nelson,1960s,15,Weibull,-210.87184644444585,-189.84527234966154,-179.3146486896088,Gamma,-234.98218438492808,-242.85914722844484,-240.94648265156704
Nelson,1960s,16,Weibull,-944.8527480203895,-834.084398359917,-747.1272930744047,Weibull,-1299.7093941835037,-1171.6616120984177,-1121.1774710873385
Nelson,1960s,17,Weibull,-282.0313256855888,-258.12734076659524,-247.12968650295696,Weibull,-478.8214242173554,-477.59585402303566,-474.1666404691935
Nelson,1960s,18,Weibull,-199.76240648653402,-197.01454131273061,-192.64389889426766,Weibull,-279.2098930706357,-262.0835112564571,-259.0610883334721
Nelson,1960s,19,Gamma,-85.48799370495867,-85.78952155998157,-84.97712712617741,Weibull,-112.78029686061387,-108.56399685959292,-107.28216888537007
Nelson,1960s,20,Weibull,-390.61433051934563,-362.9923986466471,-342.7661749227078,Weibull,-444.08774961316095,-414.6632202367394,-405.4480052501953
Nelson,1960s,21,Gamma,-29.26872144666561,-29.93141406797534,-29.27077319673466,Gamma,-36.319297024556526,-36.84157358260986,-36.622459533498436
Nelson,1960s,22,Weibull,-406.1588744493028,-380.060377380392,-367.1130530266095,Weibull,-388.8024003501938,-379.680114525359,-374.5031657529524
Nelson,1960s,23,Gamma,-195.11635606808696,-201.37027207380655,-200.5954134928779,Weibull,-249.15891961534206,-245.51374430610636,-243.6307155823906
Nelson,1960s,24,Weibull,-295.6104137624141,-280.2813526812091,-271.1274270758539,Weibull,-367.31206492988383,-350.9326048584591,-347.43449566961425
Nelson,1960s,25,Weibull,-35.40186932472832,-32.195249834978426,-30.595222377242592,Weibull,-51.98223541616481,-45.22637621045354,-44.063288790204844
Nelson,1960s,26,Weibull,-160.66718988093197,-145.1300089342849,-137.27387593017917,Weibull,-228.51872524295266,-199.71306956945494,-195.4183483644236
Nelson,1960s,27,Gamma,-139.04781298086172,-147.75236166073051,-146.51561186683153,Gamma,-218.74487298053583,-223.42427934888454,-222.72973635610174
Nelson,1960s,28,Weibull,-229.48432386465242,-209.49497662406327,-198.6828558984079,Weibull,-265.39546118861546,-236.79435408848727,-231.08416735319264
Nelson,1960s,29,Weibull,-70.9051338734557,-67.29512964505295,-65.1932018387071,Weibull,-70.20871603306338,-62.428095650131,-60.5347442808509
Nelson,1960s,30,Gamma,-44.372663360807486,-44.47762853706895,-43.92473565869143,Lognormal,-79.10722082308897,-89.4232815016164,-89.85373657726285
